Subject ID,feature value,Dataset
4545982,0.102879696,train
4693109,0.034728322,train
1567630,0.10896475,train
4322805,0.14585741,train
3460923,0.03515121,train
1402753,-0.1515587,train
4085760,0.078918435,train
5718908,0.042019352,train
4490301,-0.133447,train
1870622,-0.040782593,train
5002902,-0.145736,train
2294428,0.067755125,train
2069246,0.06597116,train
3517303,-0.0278559,train
1389962,0.06673822,train
1121842,-0.00014810801,train
4611962,0.099577636,train
3848787,0.12829988,train
3665630,0.06347191,train
3677569,0.06914237,train
5781143,-0.00068639166,train
3802869,0.08635177,train
1564656,-0.032004084,train
5293909,-0.09173926,train
3219047,-0.15068813,train
3441797,0.17418683,train
3188338,0.074664116,train
4957594,0.12726514,train
3277140,0.10980427,train
2161764,0.10645136,train
3620718,0.02677973,train
5197816,0.18135647,train
4216939,-0.060862884,train
4626269,0.15730551,train
2399471,-0.040272225,train
4153399,0.04483607,train
1115261,0.071683824,train
5203488,-0.117814824,train
2257300,0.10007529,train
2715380,0.03143051,train
2877462,0.0749089,train
3414759,-0.03304582,train
4863037,-0.12876743,train
3792209,0.015730921,train
4378871,0.12382943,train
2338240,0.17257501,train
3580754,0.06810367,train
3778473,0.08106352,train
5385838,-0.14098965,train
3741102,0.04635195,train
5140398,-0.127672,train
1195501,0.12910531,train
1981053,-0.045984637,train
2399722,0.055154487,train
2775347,-0.1515587,train
2984194,0.119091555,train
5029492,-0.028083758,train
3397371,0.06363276,train
1548761,-0.14633982,train
5070697,0.09050515,train
4261424,-0.094461516,train
4352222,-0.14230442,train
2044216,0.13455883,train
3196843,0.12886494,train
2844669,0.052474715,train
3554384,-0.14758347,train
1726550,-0.007026601,train
3266196,-0.05370834,train
5255279,-0.14832656,train
3467661,-0.04677478,train
4895307,-0.077021174,train
1456467,-0.10599373,train
5815419,-0.15002972,train
1813528,0.10888231,train
1737517,0.06108291,train
5778363,0.067257605,train
2222673,0.12495809,train
3626067,-0.03439651,train
3576428,0.1274397,train
4152058,0.058019236,train
1118995,0.14613749,train
1339570,-0.08040053,train
2821601,0.03475157,train
2335218,0.049280677,train
3401276,0.12907301,train
4649863,0.05083296,train
3718849,0.06349671,train
2742545,0.035539005,train
2599451,0.02167911,train
4091469,0.0841112,train
1276424,0.1573863,train
2226928,0.17744267,train
2763359,0.14847085,train
4132425,0.07472473,train
5633267,-0.0800775,train
2600196,0.016832434,train
2967825,-0.12960623,train
1119857,0.04165493,train
4104281,-0.05125664,train
5802637,0.09364616,train
2698876,0.10145418,train
5851026,-0.02302971,train
3570930,0.060850002,train
1442561,0.03140501,train
3881072,-0.1515587,train
5536453,0.026368273,train
1923714,0.09041813,train
4876981,-0.094628215,train
3262634,-0.039457083,train
3019916,0.0037204083,train
5091681,0.1062326,train
3235082,0.14850798,train
1794339,0.10510172,train
4667198,0.018800514,train
3412833,-0.10325497,train
5869007,-0.031356525,train
5074913,-0.0069354847,train
2746563,0.01578747,train
4440755,-0.021308957,train
2789597,-0.14058098,train
2084076,0.10035665,train
1794595,-0.1515587,train
4099925,-0.10392145,train
5193181,0.03420078,train
4175480,-0.042041264,train
2816234,-0.07262054,train
1841390,0.10126329,train
5808864,-0.1409727,train
5776671,0.024593843,train
3439077,-0.082029946,train
2449908,0.036697876,train
4780792,-0.0049263285,train
5567173,0.043692626,train
5186838,-0.1515587,train
4309532,0.09343385,train
2032699,0.037050985,train
3232538,0.12816983,train
2834768,0.14081538,train
3926676,0.13627127,train
4328223,0.08236521,train
5781431,-0.14355375,train
2329661,-0.037424106,train
2569945,0.15541157,train
2094340,0.10996145,train
1567664,-0.1515587,train
1655328,0.050729316,train
2025838,0.10430122,train
3768445,-0.1515587,train
2480952,0.10689955,train
5360769,0.006317692,train
1154457,-0.1515587,train
1247960,0.025645917,train
2312738,-0.08381418,train
3783511,0.10947745,train
4227382,-0.13002929,train
4779124,-0.1515587,train
2164557,0.19931763,train
4637764,-0.1515587,train
2511620,-0.007110834,train
3878499,-0.050455805,train
1473764,0.033360798,train
4885798,0.09287369,train
4228938,0.013533203,train
5402577,-0.11949095,train
2205343,-0.14974163,train
1199293,0.09645772,train
3159005,-0.13331082,train
1934408,0.09523485,train
3930094,0.11253278,train
1907984,0.07823699,train
1891099,-0.09701129,train
3731393,-0.1515587,train
1720692,-0.022487111,train
3834812,-0.03268405,train
3302736,0.034584053,train
3132020,-0.11612237,train
4421751,-0.06769589,train
2101706,0.08077398,train
2945472,0.12466191,train
5667525,-0.11923175,train
2466604,-0.045882706,train
4344304,0.150439,train
4064976,-0.09921079,train
1466695,0.09084004,train
3552709,-0.09857216,train
4465400,0.08481851,train
3013486,0.08527326,train
3106120,0.11795889,train
3733643,-0.1515587,train
4107743,0.117995985,train
2921216,-0.0064673284,train
4352624,-0.10269916,train
5110893,-0.018249962,train
1129717,0.16588417,train
4894154,0.034415476,train
3570998,-0.004509744,train
5350462,0.011967119,train
5512208,-0.1515587,train
4227464,-0.10244091,train
3306825,-0.14053266,train
2409045,-0.108011924,train
5705632,0.105914496,train
3459185,0.11997221,train
1865760,-0.13182707,train
2027747,0.06722376,train
5745515,0.068376124,train
2427665,0.060111832,train
3822976,0.03995322,train
5215483,0.04362986,train
2910133,0.008772813,train
3322877,-0.030627523,train
4735341,-0.04234011,train
2610306,0.14009312,train
3507380,0.15159541,train
1294469,0.1395279,train
1257103,0.13932705,train
3609562,0.003395205,train
5444531,0.052750878,train
4551558,-0.031528655,train
4076834,0.05336664,train
1192843,-0.14106354,train
1429183,0.06704914,train
3873226,0.050092958,train
1303082,0.102734864,train
2575727,0.062279385,train
4074617,-0.03525665,train
1453058,-0.0060716756,train
4869311,-0.024645101,train
4222197,-0.14585309,train
4026441,0.13127165,train
4542943,0.064600624,train
2425875,0.15990713,train
3830486,-0.0013912243,train
3877069,0.08623846,train
5334457,0.08234469,train
5633625,0.03794856,train
2329592,-0.051171947,train
2700982,-0.045130406,train
5742722,0.071160875,train
4581596,0.072205015,train
1626143,0.046330817,train
2037853,0.13588963,train
3893067,0.10902086,train
5018858,0.05597583,train
4422076,-0.009,train
4429053,0.106131986,train
3813670,-0.083114766,train
5768486,-0.15084894,train
1479250,0.015982654,train
4852074,-0.07791076,train
4022234,0.076785676,train
3181038,0.10044895,train
2987111,-0.042991325,train
2251175,-0.1515587,train
3300113,-0.1490637,train
2546977,0.029477904,train
4123046,0.039037712,train
5843359,0.05418132,train
5377018,0.13920796,train
4581809,-0.02840351,train
3160216,0.062190346,train
2313983,-0.06373255,train
2040787,0.034216817,train
2601003,-0.15044592,train
5334973,0.08507416,train
4219513,-0.007125699,train
5289068,0.027414002,train
4533130,0.06277671,train
3989041,0.090321966,train
5551431,-0.14393881,train
1833087,0.047660824,train
1312854,-0.13877001,train
4371971,0.06716349,train
1269047,0.05642952,train
4092482,-0.040646832,train
5713310,0.09227805,train
1588612,-0.004571329,train
4137848,-0.049163956,train
2979328,0.07605047,train
5598394,0.020019755,train
2496256,0.09761849,train
4648227,0.12212925,train
2395497,-0.06352376,train
4597505,-0.1515587,train
1076719,0.084568135,train
1615560,0.10844822,train
4302867,0.0062644356,train
4401838,0.13309497,train
1954020,0.062005892,train
1804736,0.09399944,train
4981410,0.051744577,train
2775648,0.05047962,train
2182621,0.08219178,train
5051002,0.0031646262,train
3408344,-0.020848457,train
2765071,0.046888668,train
3736632,0.070749305,train
3935915,-0.03918614,train
3453992,0.11595086,train
1448478,-0.037043836,train
1392455,-0.051708333,train
2410735,0.08814631,train
3515541,0.0408075,train
3169942,0.102540255,train
5658933,-0.14293773,train
2754757,-0.10971827,train
2499771,-0.10003456,train
2003162,-0.13662836,train
5060602,0.14925444,train
2844876,0.13157974,train
2658677,0.1272301,train
3736761,0.04209848,train
1759350,0.11772339,train
4855350,-0.1515587,train
3082937,0.106360234,train
3324241,0.09358743,train
2038595,-0.14534369,train
2300154,-0.12568286,train
1184390,0.15691695,train
5876527,-0.0679547,train
4088693,-0.037396066,train
1828288,0.18607596,train
4985211,-0.06310942,train
2551442,-0.058493115,train
1888704,0.121061765,train
1424745,0.0892902,train
5462776,0.069648534,train
4411800,0.01694865,train
3756158,0.13300946,train
2544350,0.03387373,train
5176722,0.029414838,train
1989135,0.075894944,train
1894041,0.09657126,train
2264494,0.057671864,train
