median_diameter	median_tortuosity	short_tortuosity	tau1	tau2	tau3	tau4	tau5	tau6	tau7
6.91957808	1.018998366	1.01554165	0.01899836598	1.583606402	0.07025164435	0.02346398415	0.0008574460329	0.02401752896	0.0008761873083
