median_diameter	median_tortuosity	short_tortuosity	tau1	tau2	tau3	tau4	tau5	tau6	tau7
5.819722766	1.022000346	1.016293203	0.02200034632	1.592074819	0.06051052623	0.02281946553	0.000891104842	0.02361192374	0.0009192523064
