median_diameter	median_tortuosity	short_tortuosity	tau1	tau2	tau3	tau4	tau5	tau6	tau7
7.311307904	1.01862011	1.018511972	0.01862010987	1.706352887	0.06786239402	0.02449100052	0.0009351130657	0.02490828393	0.0009580163127
