median_diameter	median_tortuosity	short_tortuosity	tau1	tau2	tau3	tau4	tau5	tau6	tau7
7.234183591	1.029924098	1.024877247	0.02992409821	2.024023683	0.09940552109	0.02732620884	0.00118530145	0.02936398773	0.001255687759
