median_diameter	median_tortuosity	short_tortuosity	tau1	tau2	tau3	tau4	tau5	tau6	tau7
6.315657992	1.019311726	1.017379394	0.01931172606	1.613259004	0.06263561836	0.02186767625	0.0008017004241	0.02254311403	0.0008615117088
