0 1 2 3 4 5 6
-0.055705626 -0.028155863 -0.257926 -0.1144471 0.13985327 0.08312285 -0.07846713
-0.1403662 -0.38051888 0.4041003 1.2995816 -0.0075271586 -0.059348628 0.010854218
-0.12647663 0.30884755 2.2509031 0.646085 -0.19159146 -0.16401577 -0.0063467906
-0.0448674 0.89578146 0.9693206 -0.028000565 -0.33908686 -0.21831727 -0.045585822
-0.058570545 0.14153993 0.3634306 -0.31227034 -0.40206254 -0.19815765 0.009897032
-0.13176008 0.14616254 0.26480576 0.39652714 0.08383745 0.14063291 -0.0751571
-0.11831724 -0.050236553 0.23260215 0.5623996 0.35890025 -0.06740912 -0.08267456
