0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
-0.44458827 -0.4018765 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.4018765 -0.402135 -0.401732 -0.40033555 -0.40122366 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.40178892 -0.43078572
-0.39911222 -0.36959735 -0.37286448 -0.37286448 -0.37286448 -0.37286448 -0.37286448 -0.37286448 -0.37286448 -0.37364593 -0.37413234 -0.37725317 -0.39196575 -0.40134847 -0.40633124 -0.38945115 -0.37790072 -0.3709677 -0.37155417 -0.3728568 -0.37286448 -0.37286448 -0.37286448 -0.37286448 -0.37286448 -0.37286448 -0.37286448 -0.40781295
-0.39922792 -0.369115 -0.369115 -0.369115 -0.369115 -0.369115 -0.369115 -0.36914745 -0.37086058 -0.37203112 -0.39522693 -0.46963334 -0.663579 -0.77506375 -0.78145635 -0.63538665 -0.4474404 -0.38482186 -0.36848545 -0.3641544 -0.3686612 -0.369115 -0.369115 -0.369115 -0.369115 -0.369115 -0.369115 -0.40768147
-0.39922792 -0.369115 -0.369115 -0.369115 -0.369115 -0.369115 -0.36913526 -0.3714047 -0.3785119 -0.45856768 -0.67310536 -0.9428195 -1.3303905 -1.4260695 -1.1950512 -1.0094583 -0.7900784 -0.56930196 -0.40096283 -0.37454224 -0.36524785 -0.3686434 -0.369115 -0.369115 -0.369115 -0.369115 -0.369115 -0.40768147
-0.39922792 -0.369115 -0.369115 -0.369115 -0.369115 -0.369115 -0.37042582 -0.37894773 -0.49454582 -0.89061564 -1.2179807 -1.7423942 -1.986633 -1.7151628 -1.4222381 -1.0933772 -0.94793797 -0.7943207 -0.6107516 -0.43379802 -0.3702042 -0.36072823 -0.3687116 -0.369115 -0.369115 -0.369115 -0.369115 -0.40768147
-0.39922792 -0.369115 -0.369115 -0.369115 -0.369115 -0.36977082 -0.37727296 -0.4496094 -0.92837596 -1.5322697 -2.190135 -2.4588478 -2.173893 -1.5556866 -1.1174049 -0.95427084 -0.85672414 -0.8136031 -0.72274506 -0.5820539 -0.40643877 -0.35430384 -0.36465824 -0.369115 -0.369115 -0.369115 -0.369115 -0.40768147
-0.39922792 -0.369115 -0.369115 -0.369115 -0.369115 -0.3740393 -0.40145627 -0.79303086 -1.5056791 -2.5887985 -2.9940848 -2.29136 -1.4419628 -1.0017359 -0.7793244 -0.7029357 -0.6901502 -0.65843403 -0.677727 -0.5782522 -0.48831323 -0.37743905 -0.35340357 -0.36860284 -0.369115 -0.369115 -0.369115 -0.40768147
-0.39922792 -0.369115 -0.369115 -0.369115 -0.37000096 -0.38421604 -0.6625788 -1.3114944 -2.5081387 -3.4967961 -2.5316315 -1.3060387 -0.7759724 -0.6263535 -0.60387164 -0.5617565 -0.5790819 -0.59388936 -0.5954286 -0.5791007 -0.5133212 -0.40256545 -0.3536638 -0.36558342 -0.369115 -0.369115 -0.369115 -0.40768147
-0.39922792 -0.369115 -0.369115 -0.369115 -0.37437242 -0.52920854 -1.4262712 -2.0137725 -3.8805761 -2.9917202 -1.3057959 -0.7230857 -0.6341934 -0.59998506 -0.5630499 -0.54566115 -0.54812276 -0.5474319 -0.54346514 -0.54727924 -0.5180156 -0.43450058 -0.3703235 -0.3565277 -0.369115 -0.369115 -0.369115 -0.40768147
-0.39922792 -0.369115 -0.369115 -0.369115 -0.39081913 -1.1199615 -2.174384 -3.2466574 -3.8197742 -1.5380688 -0.70273626 -0.60440975 -0.65229475 -0.7441221 -0.7517318 -0.6992735 -0.6710186 -0.6094278 -0.5527768 -0.5091492 -0.4729878 -0.41986474 -0.37799084 -0.3549146 -0.3686434 -0.369115 -0.369115 -0.40768147
