0 1 2 3 4 5 6
0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 1.1703683 0.0 0.0 0.0
0.0 0.0 2.5749505 0.24294189 0.0 0.0 0.0
0.0 0.8192727 0.72179914 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.1387125 0.0 0.0 0.0
