0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111
0.0081359185 0.11498455 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.18900299 0.17079979
0.0 0.10339644 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.18304166 0.26068607
0.0 0.08258988 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.26228103
0.0 0.08258988 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.26228103
0.0 0.08258988 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.26228103
0.0 0.08258988 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13992661 0.13997251 0.140006 0.13937476 0.13890022 0.13828819 0.13820332 0.13803443 0.13798153 0.13711222 0.13711222 0.13754371 0.13815996 0.13828819 0.13937476 0.13984759 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.26228103
0.0 0.08258988 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13988844 0.13997251 0.13987392 0.13950036 0.13949275 0.13806328 0.13632359 0.13388371 0.13313282 0.13308772 0.12954733 0.12966469 0.13074407 0.12768096 0.12697242 0.12945923 0.1289415 0.13174543 0.13323015 0.13590884 0.1374565 0.13832456 0.13944007 0.13961345 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.26228103
0.0 0.08258988 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13997251 0.13995966 0.13966557 0.13922793 0.13778497 0.13615316 0.13438472 0.13132894 0.1298886 0.12795088 0.12720841 0.12713733 0.124989115 0.123804964 0.12166162 0.12330313 0.11922798 0.12308278 0.12211287 0.12288384 0.124910876 0.1258947 0.12922117 0.13131145 0.13415924 0.13657922 0.13811672 0.13950036 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.26228103
0.0 0.08258988 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13999307 0.13997251 0.13969885 0.1392717 0.13711222 0.1360825 0.13323015 0.1298485 0.12752411 0.12746352 0.12515292 0.122976474 0.124910876 0.123395495 0.12324928 0.120283514 0.12159506 0.120458364 0.1173662 0.12090014 0.11947369 0.11941211 0.11854235 0.1200945 0.12148715 0.123005 0.12499944 0.12787905 0.13132894 0.13550547 0.1381355 0.13966557 0.13986436 0.13988844 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.26228103
0.0 0.08258988 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13992661 0.13995966 0.14019638 0.13999307 0.13914695 0.13740033 0.13438472 0.13314648 0.13227561 0.12953267 0.12562552 0.12548211 0.1241852 0.12169113 0.12182951 0.12377788 0.12241716 0.12038244 0.121415526 0.12395106 0.12049139 0.11933284 0.11989411 0.12088501 0.11881549 0.12154807 0.12186091 0.12055523 0.11864413 0.119796574 0.1220245 0.12323217 0.12599328 0.13131145 0.13547356 0.13826165 0.13942608 0.13992661 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.13987392 0.26228103
