Subject ID,feature value,Dataset
3769104,0.22442968,train
5270900,0.2023172,train
5041633,-0.102596074,train
4538497,0.1323462,train
4854852,0.12740937,train
2190624,-0.08727191,train
3742334,-0.10204744,train
5074627,0.072703645,train
1716538,0.14953272,train
1792055,0.07017361,train
5132386,0.070641994,train
5290400,0.06911358,train
1195018,0.15258254,train
3795809,0.13145097,train
5135196,0.17287762,train
3533672,0.1943996,train
1948300,0.13250135,train
1030583,0.120164,train
5863654,-0.16873573,train
3464556,-0.2602664,train
5354877,0.23453732,train
2251175,-0.2728979,train
3157345,0.23882164,train
5193181,0.061497655,train
4403038,0.059353013,train
1065631,0.31173146,train
3178705,-0.16524252,train
1518568,-0.027848363,train
3145893,0.17256494,train
2568738,0.08500413,train
5614072,-0.16877754,train
1050619,-0.21579546,train
5547658,-0.09860971,train
3338873,0.13439819,train
1618442,0.23159571,train
5752359,0.06367447,train
2010914,0.17571299,train
4921342,-0.018911444,train
5004754,-0.20995456,train
5130960,0.22516413,train
4875913,0.16760866,train
5225121,-0.24461038,train
5175861,-0.17636698,train
5153046,-0.17458834,train
4549708,0.22010398,train
1205045,0.25636983,train
3085289,0.28269365,train
3307424,0.19353187,train
2067036,0.277595,train
3322877,-0.05488283,train
5278087,-0.14264567,train
5081075,-0.17866321,train
2138621,0.11384135,train
4575148,-0.26439303,train
3763035,-0.26202822,train
5359813,-0.11563858,train
2364028,0.060962353,train
3908378,-0.16815932,train
4212048,0.17549436,train
1365780,0.09915498,train
3813987,0.029953757,train
1486210,-0.04093051,train
2339875,0.1530439,train
1637298,0.08507464,train
2216966,0.09567671,train
1140298,0.07867989,train
1152858,0.19582482,train
4747506,-0.12486442,train
3558067,0.091943465,train
4445294,0.17925258,train
5256907,0.19573863,train
3909512,0.023983924,train
5810707,-0.100319535,train
4959025,0.084075965,train
4977413,0.17339325,train
4578448,0.108184956,train
3888475,-0.020485595,train
2198901,-0.16022024,train
3246635,0.06968534,train
3559919,-0.093542136,train
5762697,-0.047964286,train
4738562,0.000568539,train
4161662,0.14931715,train
5567321,-0.19497956,train
3994754,-0.2728979,train
4953353,0.24328095,train
5196115,0.2157116,train
5068512,0.12187878,train
1898841,-0.0629222,train
4720575,0.32324973,train
3537362,-0.19238006,train
1068243,0.17168923,train
2260757,0.09887994,train
3504904,0.000747835,train
4288481,0.21717958,train
4600793,-0.041457124,train
3595474,0.13767408,train
2775613,0.1192551,train
3793348,0.023183452,train
3048873,0.1660233,train
1994333,0.007184656,train
3556530,-0.2728979,train
2561771,0.18218546,train
1201319,0.1894298,train
1968499,0.053060222,train
3208667,0.11158172,train
5277068,0.2395537,train
1494081,0.18795963,train
1571610,-0.059824992,train
5688154,-0.26830968,train
2028056,0.06519334,train
5099287,0.29730278,train
5239896,0.26939863,train
4083335,0.10075892,train
2280246,0.20031823,train
2901118,0.1946614,train
5298347,0.13464163,train
5822217,-0.05490178,train
2231423,-0.20432891,train
1697563,-0.23746823,train
1763872,0.17899646,train
2506709,0.15661147,train
5823483,-0.0721095,train
2389927,0.16953403,train
1486340,-0.023760373,train
5066985,0.2583034,train
4621243,0.18545918,train
3660036,0.20228557,train
1451213,0.22037892,train
4417349,-0.0013760463,train
2245394,-0.19884507,train
1308420,0.06331199,train
2616039,0.089618005,train
3105655,0.23780675,train
4626269,0.23082797,train
4490301,-0.24005575,train
3013120,0.13720065,train
1724486,0.016432742,train
5071644,0.19603,train
1570314,-0.2728979,train
1968047,-0.23316486,train
3600931,0.26423356,train
3972433,0.2484106,train
3548058,0.09632016,train
3167040,-0.07793815,train
5018638,0.30877537,train
2310673,0.3064821,train
4908030,-0.22945184,train
2921216,-0.009829022,train
1833087,0.08954289,train
5512873,0.3048416,train
1820838,0.041416477,train
2913832,0.048924018,train
1704221,-0.10533393,train
3644163,0.09928816,train
5259485,0.11693015,train
5447706,-0.26741716,train
4560796,0.16578747,train
3844995,0.1618504,train
3758944,0.28082725,train
2616271,-0.26408276,train
1601108,-0.08186423,train
4931322,-0.08604435,train
3333724,0.18751682,train
4792964,-0.15990883,train
4523069,0.18710518,train
5410279,0.14627579,train
3150794,0.18660735,train
1636846,0.27601877,train
3935067,0.018893784,train
4124424,0.1713929,train
4911912,0.22459842,train
2714160,0.16450875,train
3675790,0.025598777,train
1424745,0.16117352,train
1234670,0.057529826,train
3066569,0.25289002,train
2146236,0.14144476,train
3584363,0.12858821,train
4094246,0.052835647,train
5597020,0.0874146,train
4119107,0.13823755,train
5514419,0.018021306,train
3932075,0.13429405,train
5109130,0.076242775,train
4286777,-0.2560557,train
2658677,0.23013382,train
2762180,-0.07650112,train
3079381,0.081848934,train
1721857,0.162785,train
1796801,-0.17470177,train
5159890,0.07837198,train
4632283,-7.5905705e-06,train
1299828,0.035374485,train
4742346,0.17226654,train
2441052,-0.23071943,train
5444531,0.097464554,train
1148283,0.04757756,train
2964497,0.06500312,train
3450943,0.25010288,train
4088044,0.20652743,train
4843558,-0.20490272,train
2280185,0.16610898,train
4565210,-0.24984115,train
1613904,0.0101353,train
5109595,-0.082563624,train
1390825,-0.27275223,train
4334342,0.101240546,train
3384378,-0.2643311,train
3898980,-0.2728979,train
4704589,-0.2008581,train
4135409,-0.2728979,train
3245819,0.07364381,train
1433639,0.22090165,train
3663075,0.15689945,train
2621554,0.19138497,train
3550888,0.25278604,train
3336387,0.10504359,train
1695291,0.11924551,train
2935149,0.1656705,train
2843039,0.08946817,train
3909496,-0.13996132,train
5305317,0.015655046,train
2293370,-0.0011105792,train
1943464,-0.040993396,train
5328366,0.06679557,train
4603880,-0.004341575,train
5022041,-0.015911981,train
3170495,0.11697536,train
2228859,0.1968578,train
5407206,0.24123728,train
5399174,-0.027529804,train
2518789,0.18039094,train
1604328,-0.15607063,train
4010306,-0.06785945,train
2848654,-0.16685851,train
3503251,0.15510361,train
4631812,-0.03996908,train
3106120,0.21696925,train
4932986,0.0402329,train
3832560,-0.0024283568,train
5588709,0.18400681,train
1957072,0.17730089,train
5240672,-0.21212955,train
2683932,-0.2728979,train
4110383,-0.19042094,train
2697766,-0.16765518,train
1610761,-0.24340421,train
4812904,-0.058664575,train
3239530,0.23133172,train
1603035,-0.17982416,train
4359627,0.24947554,train
4651927,0.21735156,train
3834448,0.036819488,train
1340924,-0.1238842,train
1297939,0.26020923,train
2524730,0.21522862,train
1126029,0.12175157,train
2379388,-0.27043813,train
2911893,0.25051132,train
4671428,-0.15851925,train
2608720,-0.10910993,train
2901492,0.13828024,train
5673780,0.10995374,train
2137518,-0.27251208,train
2169980,0.16526332,train
5530190,0.055840474,train
5350697,0.18108125,train
5856859,0.043922827,train
4427542,0.046421994,train
3942142,0.1455222,train
1296265,0.07311129,train
1181965,0.12051598,train
5196166,0.20577271,train
5724798,0.064602174,train
1965900,0.13420123,train
3686709,0.17000563,train
3497338,0.15551038,train
4147230,-0.005384574,train
2063965,0.107147194,train
4124455,-0.19790548,train
2697604,0.1739737,train
1382230,-0.011477833,train
1351621,0.2322991,train
4505341,-0.011884156,train
1385103,0.24093468,train
1780784,0.06777247,train
5691252,0.18168513,train
3875833,-0.1651295,train
3488228,0.25887108,train
1899159,-0.05924241,train
4753359,-0.12137275,train
5004658,0.17728512,train
2429064,-0.04187548,train
3970154,-0.25497493,train
2637446,0.030363083,train
3676153,0.15787,train
5024517,0.27671644,train
3695787,-0.00068711746,train
1374542,-0.025625,train
4487268,0.03806494,train
5141164,0.18124016,train
4573462,0.18446381,train
3848787,0.23560256,train
1200380,-0.06892192,train
3990286,0.2227153,train
4315405,0.13328296,train
1171075,0.27393854,train
4746265,-0.19682646,train
4039062,0.23977776,train
4869191,0.18643053,train
2049992,0.09653289,train
5306161,-0.063867286,train
5574533,0.033081714,train
2447245,0.21190019,train
2271072,0.19264908,train
2676761,0.20822491,train
3046288,-0.04632843,train
1930336,-0.06314626,train
3042039,-0.13457556,train
5392890,0.25654212,train
5779601,0.12792136,train
3244130,0.057673972,train
3441017,0.06140268,train
5002439,-0.057243925,train
1226694,-0.06440265,train
3684063,0.004773901,train
3486553,0.29372412,train
2257300,0.17952728,train
5334973,0.15205717,train
4943349,0.16514635,train
3286358,0.13123392,train
1693715,0.11809526,train
2150277,0.22889046,train
2433733,0.16502371,train
2993383,-0.004800837,train
3647571,0.1517753,train
4264007,0.21283083,train
4083773,0.2688723,train
1605944,0.24919528,train
3171046,-0.25299788,train
5465276,0.12573199,train
4930743,0.16177101,train
5596217,-0.21590032,train
3552709,-0.17643465,train
3781432,0.15802947,train
3230845,0.09854553,train
3410287,-0.10500433,train
2523908,0.12414881,train
5735358,-0.1513237,train
5086770,-0.1790419,train
5841809,0.11830103,train
4963089,0.24079068,train
4463763,0.14451662,train
2850969,0.13312072,train
2023925,0.019399459,train
3823962,0.24902801,train
3885657,0.15321305,train
5481780,-0.26637775,train
1248149,0.1596991,train
5368292,-0.15954378,train
5189934,0.11687083,train
4412288,-0.19994687,train
5458977,0.32626113,train
5086342,-0.15132608,train
4208429,-0.2728979,train
3836590,0.19432874,train
5674355,-0.0060797785,train
5545958,0.21516041,train
5564478,0.0336411,train
2795887,-0.0040650344,train
5848556,0.07601935,train
3464372,0.032745972,train
5532366,0.09257785,train
1633344,0.21525794,train
3776104,-0.061582476,train
2949646,-0.2728979,train
1991277,0.13733387,train
1525536,0.27310067,train
2559877,0.1416954,train
5844702,-0.13562712,train
3600914,0.07247881,train
1297276,-0.037436202,train
1340948,0.20859177,train
1991146,-0.010550153,train
1849456,0.1922776,train
3671706,-0.0025219403,train
4225978,0.10878262,train
3435951,0.17245789,train
5489680,0.13970716,train
2106512,0.3097945,train
4777944,0.08570906,train
2413297,0.17849238,train
2900061,0.074205294,train
5093498,0.18938136,train
4588146,-0.26894465,train
3781788,0.07663122,train
2316017,0.11153308,train
4100307,-0.042965878,train
1942313,0.34570464,train
1120674,-0.026075171,train
2541023,0.20623332,train
2682025,0.18394653,train
5037427,0.22254157,train
5844119,0.23497467,train
5291679,-0.16809206,train
3387611,-0.27287948,train
5859931,-0.048959676,train
2971313,-0.08022955,train
3567751,-0.0778125,train
1198092,0.10815516,train
1448771,0.029331505,train
3027849,-0.109214835,train
2525870,0.08490848,train
4619914,-0.15940505,train
5634472,-0.2728979,train
5230631,-0.04385556,train
4532107,-0.059927706,train
5071658,0.037218716,train
1764273,0.010259937,train
4907089,0.19548,train
1037039,0.119115986,train
4684260,0.18820043,train
2085234,0.087601684,train
3128723,-0.06598857,train
1045085,-0.13136108,train
5104536,-0.12403407,train
5146739,0.1816426,train
2038595,-0.26176906,train
1742802,-0.1254516,train
3424379,0.024358818,train
1903179,-0.27250102,train
4364845,0.02449789,train
5609963,-0.05036069,train
3624622,0.020425485,train
1116464,0.20663874,train
1469076,0.16197528,train
3103016,-0.09836022,train
1380166,0.08027122,train
2877379,0.16512278,train
4360390,-0.04895125,train
5232624,0.20604055,train
5760205,0.18594275,train
3666554,-0.20684578,train
1398008,0.263738,train
3841215,0.13987231,train
4863576,-0.1923583,train
3954426,-0.14090493,train
3177278,0.24700435,train
3783511,0.1963199,train
2588132,-0.0757562,train
4115090,-0.16266239,train
1362655,0.026673006,train
3224128,0.01816815,train
3188338,0.13793014,train
2134546,0.17500508,train
3929334,0.06673927,train
4698211,0.067890786,train
4633250,-0.23850016,train
1617998,0.042025704,train
1907984,0.14202194,train
5115270,0.06529986,train
4069778,0.20615697,train
1990773,0.27785462,train
5212773,0.23428349,train
1908552,0.17393924,train
5352476,0.07297463,train
1544566,0.22476661,train
4585561,0.060634788,train
2850481,0.12101961,train
5244727,0.05904619,train
2127791,0.17739858,train
4858341,0.10463831,train
2178688,0.045227353,train
1464522,-0.2728979,train
3330105,0.26905397,train
1654461,-0.17936198,train
3013617,0.07373793,train
4980513,0.11631956,train
4363751,-0.10844598,train
2451543,0.21462451,train
5588248,0.12949845,train
4861296,-0.26799244,train
4750512,0.11411802,train
3341841,0.15952376,train
1230672,0.10549376,train
4696333,-0.016306864,train
1781282,0.17312537,train
4448976,0.06809328,train
2596932,0.18984966,train
5191313,0.08303466,train
4333855,0.08407384,train
3017636,0.22941045,train
1539970,-0.23711361,train
1980544,0.22507854,train
2528509,-0.10291845,train
1564267,0.2742911,train
5600524,0.0103621455,train
2014301,0.17190023,train
5705632,0.19116314,train
3188079,0.07874978,train
1176452,0.13977598,train
5175182,-0.019933112,train
5866631,-0.11989804,train
5538150,0.21010822,train
5321843,0.28802097,train
3653024,0.28308216,train
5752217,-0.2728979,train
3220856,0.2639851,train
3841191,-0.008219747,train
1538472,0.04591583,train
2666627,-0.06161962,train
5206548,-0.029365031,train
5119579,-0.06968243,train
2633919,-0.009087572,train
5540600,0.13847573,train
3980864,0.15070358,train
5138968,0.10157486,train
4492055,-0.20409657,train
4978451,0.23613773,train
3983766,0.27496108,train
2793764,0.25737932,train
2562527,0.15053561,train
3027401,0.1752849,train
4231845,0.16597027,train
1296901,0.19932598,train
3820596,0.09104523,train
1095584,0.17729346,train
4529258,-0.26536545,train
2011045,0.23614936,train
4329186,-0.2728979,train
2518562,0.096345775,train
3896868,0.21720122,train
1959744,0.2027099,train
3272358,-0.2728874,train
2419933,0.21602224,train
2538892,-0.0791039,train
1352398,-0.13421664,train
2888975,0.053725515,train
1417918,0.14006488,train
2720666,0.06295282,train
2378393,-0.2627769,train
1258003,-0.2728979,train
4471668,-0.13848007,train
4296507,0.18641286,train
3557770,0.052882623,train
5033799,-0.12382861,train
2055534,0.09055436,train
4227867,-0.12425267,train
4659447,-0.018566165,train
5438400,0.08156903,train
2324972,0.06921078,train
5365581,0.1710829,train
5078027,-0.15379064,train
5877342,-0.065071054,train
2038776,0.035703886,train
1276873,-0.053205337,train
3482916,0.21255761,train
1702857,0.15000297,train
3541037,0.16640648,train
3961106,0.20651801,train
3012073,-0.260478,train
4829661,0.11328512,train
3072075,0.13270377,train
1115261,0.1309313,train
3472648,0.093529455,train
4014630,0.29029772,train
4431288,0.17882554,train
5065121,-0.04657953,train
3854164,0.27447012,train
1639762,0.07178783,train
2486430,0.007858132,train
1954020,0.11277598,train
4908086,-0.056271743,train
1022906,0.13837789,train
2394355,-0.18951516,train
2450141,-0.2486428,train
3397601,-0.2728979,train
5485152,-0.2728979,train
2978610,0.2318697,train
1814863,0.23472595,train
4739084,-0.17175598,train
1041392,-0.2728979,train
5828992,0.25261378,train
2885358,0.15614009,train
4207218,0.088554434,train
1490901,-0.2728979,train
1583433,0.22207995,train
2870951,0.08050279,train
4272942,0.18998252,train
5170071,0.008435767,train
5669924,-0.2728979,train
3260180,-0.18061578,train
2785893,0.27802747,train
5860219,0.28353462,train
3185085,-0.019096565,train
1129067,-0.09985914,train
2714481,0.11599628,train
1386615,-0.26091054,train
3653735,-0.2728979,train
5242631,-0.06486936,train
2528528,0.12752236,train
2314287,0.19770838,train
5582744,0.09480622,train
2727895,0.13774106,train
4865276,0.053280246,train
5852424,0.35864308,train
4781381,0.06150393,train
3720616,0.17286818,train
5256282,0.07600768,train
1146648,-0.10564061,train
4271102,-0.26698995,train
2342320,0.26655683,train
3545151,-0.039699886,train
3943470,-0.25796685,train
2775648,0.094704,train
3240928,-0.04704301,train
3125657,-0.1272284,train
1235684,0.11537007,train
2328620,0.022632016,train
1755117,-0.018506413,train
1957852,0.1744101,train
4576257,0.08096733,train
5293671,-0.015552578,train
4185380,0.19663782,train
4509750,0.18760197,train
2562660,-0.25577787,train
5771530,-0.08280876,train
4973513,0.12802331,train
4231632,-0.041639905,train
4769093,-0.22091968,train
3775054,0.2462001,train
1269777,-0.18351527,train
5327311,0.30212903,train
3537760,-0.17209788,train
1532389,0.17300306,train
2357084,0.18202673,train
3089814,-0.12813005,train
3294138,0.12719321,train
4280543,0.110608935,train
3253662,0.1750548,train
3954882,-0.25840232,train
3988149,0.25754878,train
2989180,0.15585087,train
3670501,-0.17417258,train
2675846,0.14714758,train
1256222,-0.048264455,train
1437458,-0.048779685,train
5635548,-0.0060923644,train
2933176,0.06303465,train
4238285,0.28432116,train
5166576,0.08910894,train
3020510,0.10689793,train
3194815,0.030238418,train
1479204,0.14474492,train
1334229,-0.067363285,train
1254024,-0.038426492,train
4039975,-0.16316782,train
4138424,0.24558254,train
3023910,0.08057475,train
4512269,0.12285521,train
4345601,0.1484543,train
4655057,0.22448815,train
5451446,-0.2514138,train
3056111,0.011756827,train
3735551,0.19860412,train
1731839,0.110417746,train
1446737,-0.10519824,train
5526780,0.31284967,train
4790535,-0.13844351,train
4648871,0.2910984,train
3538218,-0.14914009,train
3741329,0.123567335,train
3519393,-0.06781739,train
4090419,0.07401193,train
2571019,0.17718895,train
3861806,-0.2663392,train
3991924,-0.08559817,train
3850556,0.11195888,train
5803660,-0.075565785,train
5684980,0.2231595,train
3813183,0.16556396,train
2748101,0.16744947,train
1968455,-0.042674094,train
3730805,0.2051933,train
1835896,-0.09717557,train
5549998,0.15402655,train
2809664,0.07893096,train
1693031,0.03109763,train
5014943,0.17125376,train
3582684,0.10040447,train
3750179,0.17167936,train
3159348,0.13340746,train
4685933,0.14820509,train
2867378,-0.031048534,train
5717428,0.18484984,train
1935293,0.029694736,train
4920815,0.24762891,train
1921679,-0.120575525,train
5284973,0.31757635,train
1246610,0.03566543,train
5515469,-0.10611699,train
5489758,0.04357149,train
3133024,0.09842756,train
2964708,0.1557872,train
2753609,0.002211873,train
1915665,0.12947558,train
1281129,-0.2627701,train
1165845,-0.069441296,train
5536429,-0.06308257,train
1920804,0.14353757,train
3138839,0.07934693,train
1444798,-0.16518301,train
5500811,0.20290844,train
3209180,0.19254388,train
3045230,-0.052771557,train
2384907,-0.23079836,train
4630231,-0.27207193,train
1052481,0.21155675,train
1993716,0.16532458,train
2709854,-0.027693301,train
4282426,-0.2728979,train
2066444,-0.22089915,train
1476222,0.20320988,train
4287613,0.115991734,train
4175981,0.043738995,train
2661222,0.13311954,train
5324330,0.07797982,train
2845607,-0.26510036,train
2347706,0.16295534,train
3435278,0.199014,train
1858318,0.22351581,train
3523081,0.21086402,train
3016805,0.22343989,train
1952818,0.012274544,train
1050173,0.28857037,train
5580413,0.11791708,train
4966135,0.18123536,train
3250309,0.0213502,train
2635819,0.14843392,train
3432471,0.08826367,train
3865701,-0.09992715,train
5719144,0.09560936,train
4755623,-0.2728979,train
1171678,0.23565985,train
1889941,0.15184686,train
5364216,0.0588849,train
4529551,0.09284785,train
4858159,0.21528624,train
4843708,0.062344104,train
2403000,-0.041805614,train
4175480,-0.074710004,train
4644942,-0.2728979,train
2927538,-0.2728979,train
2204897,-0.21872659,train
3606008,0.16228314,train
4861487,0.2952308,train
1169922,0.001061178,train
1945174,0.14598495,train
2464490,0.22317465,train
2344962,0.17193635,train
1863831,-0.20422466,train
3184623,-0.247072,train
5633267,-0.14461759,train
4866701,0.07353508,train
1785386,0.11735323,train
1749872,0.25595102,train
5657948,0.20473318,train
2106170,0.15915787,train
2437729,0.0038179888,train
3575372,0.16994278,train
3035486,0.0636778,train
3706608,-0.21996416,train
2061628,0.05474071,train
2629101,0.049584124,train
5437800,-0.2728979,train
3857041,0.23496895,train
1740598,0.29626325,train
3638600,-0.20892811,train
1400090,-0.2728979,train
3853873,-0.094073676,train
3527464,0.19909036,train
5703243,0.18391703,train
2307008,0.17014165,train
3889116,0.14242463,train
5029582,0.009999579,train
3561981,0.06576385,train
5596316,0.18951672,train
3785790,0.21043074,train
2981266,0.06632137,train
2666924,0.06554631,train
1534432,-0.22509944,train
2736923,0.14005464,train
3472807,-0.22727029,train
3655189,0.31995142,train
4569747,0.08961705,train
4048773,-0.11931152,train
4248245,0.12317053,train
3188961,0.21219045,train
5466137,-0.15605982,train
5563515,0.2165844,train
3971639,0.16716932,train
4386804,0.1171182,train
5630848,-0.10918691,train
5868857,0.09083105,train
4076735,-0.110212706,train
5206567,-0.084412605,train
3063845,0.13293391,train
3739552,0.24266328,train
2566541,0.1377243,train
1046049,0.12554553,train
3516276,0.23412172,train
2591140,0.30284837,train
3515541,0.07566826,train
4501218,0.16172516,train
3193081,0.2218076,train
4210556,0.06756298,train
4304505,0.11128578,train
1825882,-0.18746428,train
2764375,0.18754639,train
1429183,0.123639666,train
1528023,0.14640942,train
4830927,-0.2728979,train
4726052,-0.2728979,train
5762564,-0.014052544,train
2258758,0.09752101,train
2335410,0.24895011,train
3830405,0.2632377,train
4619906,0.1002331,train
2770189,0.01852915,train
2869639,0.12758853,train
1801692,0.019200139,train
4704679,-0.030313222,train
2734713,0.0140170185,train
4409883,-0.09834277,train
2775807,-0.13782729,train
2343833,0.27360693,train
1762051,0.24168742,train
4824686,0.089802414,train
1137105,0.00028897173,train
2430513,-0.25394943,train
4567262,-0.096666664,train
2132066,0.09168055,train
5786702,0.18485229,train
5232368,0.21579145,train
1989870,0.23739694,train
5466166,0.17537217,train
5349845,0.078080185,train
3439233,0.15799795,train
1361892,-0.1186122,train
2724479,0.23065726,train
4775072,0.23748828,train
4312520,-0.06622799,train
4098471,0.07484562,train
1899116,-0.17674066,train
1350928,0.04200539,train
4474726,0.21170811,train
2099558,0.19790119,train
3278031,0.12607098,train
3469055,0.17042732,train
4184152,0.18587607,train
2448266,0.08894979,train
4807015,0.17862427,train
1378294,0.1670949,train
3514709,-0.26649028,train
2950011,-0.25801095,train
3568744,0.21309416,train
3997827,0.11103041,train
1813528,0.19909234,train
3243068,0.11831363,train
5150646,0.16234891,train
3592509,0.08758354,train
4085869,0.21363373,train
4244658,-0.27083635,train
4426585,0.11055147,train
2929664,-0.15869604,train
2803264,0.14224069,train
2385216,0.01881713,train
2187906,0.25537524,train
5788282,0.08289526,train
2645358,0.1628224,train
2962487,-0.24133073,train
2988060,0.037099402,train
1785761,0.24516524,train
4166234,0.25165838,train
1937094,0.1701385,train
1434867,0.23653312,train
1973006,0.1674913,train
1192214,0.05093498,train
4337104,0.01911452,train
2003758,-0.26416028,train
3671250,-0.26612276,train
5337643,0.014196531,train
5621638,-0.16741095,train
1654041,0.15899538,train
4625836,0.27511734,train
1144897,0.07283484,train
3228369,-0.12714766,train
2569983,-0.24008234,train
4971720,-0.058000293,train
4312681,-0.06933833,train
1371570,0.27891335,train
4780262,-0.16739006,train
5817263,-0.03913467,train
5853966,0.19644554,train
2568427,0.09033672,train
5104354,0.17440896,train
3372381,0.032319453,train
