Subject ID,pca1,pca2,pca3,Dataset
4020673,-3.8844814,-15.0675535,-50.752598,21015
5083845,77.07872,20.387913,-47.155773,21015
5982005,-126.36091,-3.6586146,-2.3003263,21015
4845817,37.673355,32.760715,-38.66335,21015
2558236,23.960266,68.46747,30.847048,21015
4579274,-126.36091,-3.6586146,-2.3003263,21015
5599616,5.250764,-34.581356,-65.161415,21015
1398279,62.112774,9.967942,-47.166798,21015
5972919,-67.61769,-24.093115,21.222569,21015
5117869,21.61513,-35.404137,50.8551,21015
3798293,-9.851169,17.66931,-64.986946,21015
5956314,45.616234,60.003536,-10.398233,21015
1918336,-107.763824,9.601469,-36.33074,21015
2539916,-3.9329073,-37.22564,-46.82416,21015
1895187,-16.400562,58.390217,-25.291481,21015
5817327,60.353275,68.546844,-5.3711395,21015
1158953,-126.36091,-3.6586146,-2.3003263,21015
2626224,-17.717632,-2.6100574,79.1475,21015
4842060,-47.119495,-10.189676,-19.043812,21015
3934902,-121.97193,-1.5749011,-5.8849745,21015
1127899,-23.285727,52.850834,62.260906,21015
2194513,-95.08225,-5.20577,11.544065,21015
4959598,-122.14568,-7.6373053,2.055822,21015
4392428,-4.994747,38.03279,-28.734888,21015
6012470,-20.098852,-39.86176,50.49731,21015
1515564,84.85082,18.313087,-38.629684,21015
3060655,96.803444,29.883738,-8.790262,21015
3006714,22.114157,10.70686,-32.50097,21015
5223688,-21.505001,35.220467,-25.766144,21015
5002357,81.59381,-79.38505,65.49706,21015
2656324,-97.14058,-27.650959,-14.923195,21015
4133634,-125.81295,-3.682415,-2.4406,21015
5100624,-126.36091,-3.6586146,-2.3003263,21015
1934186,84.35158,14.6416855,-41.484325,21015
1476423,37.73746,46.679665,-15.897694,21015
3011992,-69.70328,15.957778,19.443214,21015
4030049,99.611336,1.004679,-35.443542,21015
4462853,-124.78675,-4.329932,-1.4976194,21015
4188008,88.251526,78.72723,33.0352,21015
4757875,-48.289997,12.059237,-41.065838,21015
1847924,132.86197,90.77169,-49.15098,21015
3674930,-17.714153,17.69767,7.5121937,21015
3753540,57.65494,58.262215,10.1944275,21015
1925994,-21.919828,54.187275,43.981785,21015
6013885,73.20742,-8.198915,-42.453564,21015
3054850,115.2679,-60.29889,26.55257,21015
2640157,-103.13571,-13.232127,8.142501,21015
3771936,37.10598,-29.863474,-69.20656,21015
2693733,51.774456,101.70669,10.059306,21015
4064976,-67.51138,-10.268988,-25.168736,21015
1515889,83.810104,-64.25975,-21.335594,21015
1461748,-81.07956,-29.77414,-31.730892,21015
3488486,-69.23828,10.587512,5.870536,21015
1685479,-92.809074,33.53298,21.499899,21015
5058465,20.259771,-80.5132,6.19484,21015
4109928,-1.4061884,37.667095,-5.870588,21015
2104613,35.26971,35.07348,51.46888,21015
3035370,97.274994,46.49199,-86.518974,21015
3369216,64.482864,86.01558,-25.782032,21015
1442830,93.46744,95.22982,-19.69416,21015
4652857,15.28098,-48.48307,-39.449425,21015
2202063,-125.28594,-3.440474,-2.7027168,21015
3009825,27.472834,5.327938,-68.87089,21015
2076076,-108.56869,4.6816072,17.198555,21015
5795253,-27.567127,32.688847,58.549297,21015
3389224,3.4346814,39.76676,60.094173,21015
5041633,-25.987085,-13.878241,-56.65092,21015
3829878,-18.291351,-57.298775,-12.594956,21015
3693175,30.088211,19.826313,-18.353733,21015
1865760,-110.100365,-1.6637436,-7.275135,21015
2096299,-115.26188,6.1678667,0.87251705,21015
1141435,-126.36091,-3.6586146,-2.3003263,21015
3991839,103.25155,-47.050583,2.627971,21015
4607289,27.159866,24.676634,-10.517698,21015
4871906,-8.225807,-24.227257,-25.493975,21015
5190524,-17.77913,-39.022923,16.940632,21015
4031363,-124.66706,-5.597275,-4.5393853,21015
3893048,-111.57516,-4.355113,2.9497807,21015
4458784,-8.160274,17.407793,45.052288,21015
