Subject ID,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,Dataset
2578057,0.14383814,0.16653149,0.2479264,0.2782087,0.09043617,0.17799327,0.20027032,0.2683299,0.5193485,1.0761402,1.1780145,0.74314153,0.31510234,0.18728018,0.5915037,1.2726231,2.0959525,0.9932677,0.60910004,0.46908495,0.21161775,0.6970411,1.2384882,1.2082465,1.0106646,0.77800953,0.69448847,0.22541158,0.7834917,0.677107,0.86160654,0.60931283,0.61625165,0.5305777,0.27725747,0.21233451,0.15685785,0.32166308,0.32921442,0.3798847,0.268821,0.20334567,0.11308004,0.119813666,0.113878675,0.23225942,0.11318834,0.12598523,0.16285934,train
1648517,0.14897515,0.2508746,0.29431742,0.28321546,0.16453572,0.14427271,0.18731944,0.28567433,0.5104029,0.57463074,0.33041057,0.22653125,0.13265258,0.18914936,0.35415336,0.6576609,0.6395368,0.30823824,0.11374468,0.12787405,0.1887299,0.4502607,0.65550613,0.55715394,0.24846458,0.14645232,0.16493882,0.19106565,0.30616692,0.48873448,0.53317165,0.21799597,0.11877384,0.16707535,0.18807039,0.19558987,0.39009523,0.3837121,0.25915393,0.15470774,0.12508562,0.18743397,0.112728365,0.15721618,0.17963918,0.2049769,0.10514938,0.12395853,0.1628494,train
3834864,0.14340416,0.2943423,0.37736878,0.3086041,0.22442575,0.15229987,0.1882291,0.14662412,0.8609344,1.4175764,1.8223971,0.59664285,0.16221654,0.1873782,0.1433721,1.2279416,3.0943315,1.8859738,0.58213407,0.30043653,0.1913092,0.28061146,0.97380203,0.8869516,1.024138,0.8186217,0.48756552,0.27288708,0.18911493,0.3326738,0.40952614,0.5606013,0.4225245,0.66660845,0.34356862,0.17352387,0.2337451,0.44839653,0.9112813,0.9341052,0.48720226,0.34143454,0.11272629,0.12086447,0.42671958,0.5130721,0.55973804,0.3766683,0.20361206,train
3557770,0.19958106,0.2574495,0.2822824,0.35113508,0.16987392,0.33004513,0.18994851,0.30867836,0.6127179,1.6216009,1.3650358,0.818902,0.49593663,0.1915031,0.25384355,1.070448,1.4818884,1.5791557,0.7491347,0.49621677,0.21043082,0.2548577,0.33208176,0.6172627,0.60767746,0.39005414,0.33893618,0.21156295,0.1624116,0.22604872,0.26167876,0.5436513,0.18494864,0.29252186,0.22469254,0.12304964,0.18338124,0.13513534,0.4395086,0.5913285,0.4831405,0.24827941,0.11273314,0.14848848,0.30258796,0.6334429,0.73124707,0.3740779,0.16334622,train
2162537,0.14388146,0.18534875,0.1685357,0.22763625,0.23420988,0.32698292,0.20457223,0.11696995,0.3534424,1.0468243,1.4727341,1.0190985,0.48942834,0.25130746,0.10328581,0.794143,2.0527534,1.5215658,0.88324136,0.48991966,0.2703387,0.229804,1.0439013,1.0320747,1.3579398,0.99311405,0.38495725,0.24491887,0.26087528,0.36774594,0.6144777,0.87177527,0.9486318,0.64978844,0.18756528,0.12880918,0.29957774,0.3939241,0.7489672,0.6046076,0.5200757,0.21380584,0.113112204,0.13607688,0.20850955,0.15341774,0.15503347,0.23653364,0.16270219,train
1310868,0.14343145,0.1260633,0.1260633,0.1260633,0.1260633,0.14066829,0.18675062,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.1485091,0.18737677,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.15531595,0.18737677,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.15531595,0.18737677,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.15531595,0.18737677,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.14679861,0.18737677,0.112728365,0.111218385,0.111218385,0.111218385,0.111218385,0.111218385,0.16285934,train
4617115,0.17641543,0.15410781,0.36480045,0.20011553,0.21024655,0.24299763,0.1870438,0.15310696,0.28406903,0.59903467,0.92170155,0.60321856,0.307703,0.18900226,0.39059362,0.58437425,1.2421881,1.1845796,0.5401397,0.31393832,0.18914565,0.5178394,1.0286397,1.2126213,0.83765584,0.57868344,0.28188607,0.19011351,0.62961996,0.9119223,1.0742935,0.8877196,0.4940522,0.3682855,0.18547295,0.26876408,0.38362783,0.49834457,0.6130654,0.5783715,0.2819667,0.18732479,0.115934394,0.11580635,0.28934315,0.28850436,0.3363915,0.16665564,0.16298841,train
5120901,0.14360066,0.25675932,0.19821693,0.5309744,0.32863864,0.2828302,0.2067722,0.11801564,0.7713951,1.3017397,1.5694648,1.1260948,0.52714473,0.23202004,0.29913276,0.6843402,2.3180077,2.5223095,1.7207347,0.78448105,0.25653177,0.39929846,0.87790924,1.5641928,1.2147664,0.7663974,0.6307675,0.2965579,0.5262705,0.844019,0.7891039,0.6988351,0.67891663,0.74085456,0.30619717,0.25174928,0.17852104,0.26867238,0.27622643,0.7675758,0.63646096,0.29225734,0.11277594,0.12107657,0.15345313,0.20487097,0.28516176,0.25860256,0.16287191,train
1531488,0.14332679,0.13804029,0.22692576,0.24255432,0.24288855,0.15364888,0.18687937,0.18882616,0.38473734,0.49795368,0.7200351,0.23719268,0.18342398,0.19560091,0.16102292,0.4396181,0.5510092,0.4610937,0.2900102,0.15857585,0.20435525,0.35564423,0.61631644,0.5983515,0.45842212,0.13030131,0.16822684,0.1873267,0.5550291,0.51991236,0.6341084,0.32856902,0.12699853,0.15341178,0.18737677,0.30308738,0.26326367,0.23089537,0.2678843,0.12700264,0.14679976,0.18737677,0.11350497,0.17398682,0.15515782,0.19787867,0.1112156,0.111218385,0.16285934,train
5017757,0.14343145,0.1260633,0.1260633,0.1260633,0.1260633,0.14066829,0.18675062,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.1485091,0.18737677,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.15531595,0.18737677,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.15531595,0.18737677,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.15531595,0.18737677,0.1192106,0.12699807,0.12699807,0.12699807,0.12699807,0.14679861,0.18737677,0.112728365,0.111218385,0.111218385,0.111218385,0.111218385,0.111218385,0.16285934,train
4498287,0.14369877,0.38858837,0.23071264,0.33999205,0.30900034,0.20768316,0.19472753,0.10466907,0.41439897,1.4749833,1.8307775,0.6568677,0.21293299,0.19951855,0.3258321,0.561178,2.0516684,1.3954583,0.48457596,0.2600163,0.22638221,0.55786955,1.0796087,0.9346966,0.8988419,0.17300013,0.14380407,0.21722354,0.5283968,0.7000742,0.4654832,0.734351,0.5323402,0.12722732,0.23653398,0.27697632,0.3552208,0.18497059,0.41986993,0.48515207,0.22172411,0.20429888,0.11290678,0.12097507,0.2530602,0.26609924,0.36238772,0.23487476,0.16253726,train
2296002,0.18708551,0.2041494,0.11332227,0.23453508,0.27146265,0.20735662,0.19195811,0.15388381,0.40119487,0.9530877,1.0107259,0.53227097,0.29266366,0.1882458,0.51235855,0.6586874,1.6408589,1.1191807,0.6053635,0.56110287,0.19022223,0.48371628,1.0057703,1.2561029,0.9028293,0.70119363,0.44714528,0.20008962,0.58841646,0.3329303,0.5744113,0.63016075,0.4883186,0.40482613,0.31734562,0.13461433,0.21355905,0.5094492,1.2528144,1.3741696,0.92737013,0.37098113,0.112728365,0.1339867,0.39049312,0.9212364,1.0615292,0.6390873,0.27553374,train
2736267,0.14343145,0.14266255,0.0776304,0.087247156,0.13132277,0.15136997,0.18675235,0.2320966,0.24900739,0.07176054,0.14576401,0.11334854,0.13474868,0.1873784,0.21114781,0.3499212,0.27676407,0.13205566,0.12843691,0.1498442,0.18737759,0.23855695,0.20062971,0.18906501,0.12708633,0.12699807,0.1531603,0.18737677,0.1192106,0.12699807,0.12720042,0.12685621,0.1270307,0.15544437,0.18737677,0.1192106,0.12699807,0.13487151,0.12530527,0.12729137,0.14687788,0.18737677,0.112728365,0.111218385,0.10940945,0.10995038,0.11103819,0.111218385,0.16285934,train
5526916,0.15420306,0.4931164,0.46347514,0.52169096,0.33541414,0.33930057,0.20775256,0.20200841,0.79000556,2.094734,2.4066577,1.123082,0.48926252,0.22081292,0.18086551,1.0595784,2.6103985,1.817365,0.8097382,0.57030326,0.21765414,0.31763434,0.99092644,1.442969,0.8177819,0.384996,0.3084788,0.23485367,0.36508635,0.7044663,0.74269503,0.71825975,0.48592386,0.3157208,0.27182704,0.18999125,0.4652374,0.87547535,1.427994,0.82023,0.42406872,0.2820899,0.11265155,0.26229408,0.75502264,0.7164777,0.62208414,0.30336395,0.17498156,train
3072075,0.14677171,0.25054407,0.50992167,0.912851,0.41825595,0.21106914,0.18956743,0.13488287,0.5265862,1.70891,0.9963535,0.5132765,0.3563101,0.19091412,0.24938576,1.0662687,1.6370132,0.9234193,0.48365632,0.5592223,0.20158152,0.38054535,0.9593635,0.8844711,0.75141203,0.53798836,0.320055,0.2721063,0.32834998,0.24099086,0.43895608,0.5764163,0.40423563,0.30873004,0.18918149,0.14138523,0.4087067,0.31284812,0.7394805,0.5534705,0.34209964,0.19410136,0.112839244,0.3597017,0.71090114,0.7274505,0.35120374,0.19814849,0.16318715,train
4651406,0.14572687,0.33209482,0.63694626,0.5589885,0.3639314,0.32445097,0.19176772,0.11990122,0.38069132,0.59132683,1.0154661,0.5936037,0.54667825,0.43161216,0.2984619,0.4555226,1.3770078,1.4577345,1.3801048,1.1355914,0.64199,0.32336107,0.6691459,1.034324,1.2946717,0.74715763,0.70609176,0.6143864,0.4115448,0.43281156,0.5911814,0.4980721,0.44785875,0.23762396,0.27135864,0.1993153,0.17145446,0.7880742,1.1106179,0.74787325,0.29871693,0.23895332,0.11315298,0.23324415,0.4589133,0.650983,0.48644426,0.26491132,0.16282347,train
3061950,0.23786129,0.39158735,0.42627376,0.79224175,0.3106255,0.44455057,0.21898486,0.8419779,1.2148055,2.6101842,2.0130165,1.6961482,1.0187933,0.2949498,0.8811622,1.786909,2.2404864,2.4151807,1.7147909,0.968771,0.36090627,0.48865417,0.3368276,0.80353147,0.6387142,0.65421426,0.5059794,0.21720983,0.12188967,0.12086235,0.04044233,0.1641761,0.1867127,0.10807823,0.19224511,0.11931515,0.12695909,0.15602009,0.07606689,0.103744216,0.15187159,0.19825254,0.112728365,0.111156605,0.11175137,0.11011311,0.11138083,0.11144262,0.1628603,train
4301762,0.14122006,0.14741997,0.17576356,0.17653285,0.20863438,0.16045056,0.20160411,0.10826987,0.4811377,0.51662713,0.7265445,0.28046134,0.15344068,0.20805903,0.13348217,0.7346216,1.4196327,1.178935,0.31871608,0.20397125,0.2313088,0.15874329,0.80845326,0.52238756,0.87536514,0.34047693,0.19466682,0.1924946,0.15462625,0.27972904,0.14190932,0.30679706,0.19825575,0.11535343,0.19811118,0.12411291,0.12416603,0.13979146,0.14560501,0.16856046,0.10625165,0.19716318,0.11301189,0.112400874,0.111699514,0.111243114,0.11391997,0.1244296,0.16270982,train
5710975,0.14073193,0.20092915,0.44926685,0.34033298,0.45810542,0.26222077,0.19492528,0.16230258,0.35379294,1.4253817,1.6397961,1.0343935,0.46197155,0.18852188,0.18584473,0.7767176,1.9333512,1.2003107,0.76982164,0.5723432,0.2320878,0.32508978,1.1605734,0.97787994,0.6311448,0.43839476,0.45192415,0.24523067,0.4593872,0.62751144,0.8651744,0.8517203,0.28916565,0.46759197,0.2238863,0.15735349,0.42144468,0.92286676,1.4123794,1.127366,0.551104,0.23211005,0.113326974,0.21769027,0.40940645,0.6010362,0.79649127,0.48439136,0.1755884,train
1049293,0.17720471,0.27055666,0.12203873,0.29719272,0.3956282,0.21018597,0.18707368,0.25055918,0.7677697,1.5475403,1.1515516,0.52619267,0.22622374,0.18887956,0.19948182,1.1283404,2.0014346,2.0007389,0.8911583,0.38964885,0.2447222,0.17116138,0.88314664,1.4034204,1.2514569,0.54552394,0.36083373,0.24161229,0.46791002,0.22880962,0.32215157,0.2922292,0.3196362,0.3250186,0.24934211,0.17428724,0.23328725,0.2265807,0.38095784,0.6072631,0.38477454,0.18623519,0.124080606,0.13738762,0.18029785,0.50596565,0.29584202,0.37680492,0.16365382,train
2301124,0.14343145,0.37216473,0.54393953,0.37611702,0.29781446,0.16755138,0.1867826,0.15459526,0.36860403,0.6141799,0.91877514,0.24507408,0.19584455,0.1896793,0.23994362,0.4565708,0.8234167,0.62799996,0.3311592,0.22824009,0.20518541,0.25138268,0.32575327,0.3279024,0.37480283,0.3485925,0.16483878,0.23525675,0.260061,0.32473478,0.44449872,0.73637,0.5833522,0.35760546,0.20327307,0.1192395,0.18953192,0.35522965,0.5213336,0.5891571,0.32073346,0.19099283,0.11280195,0.11648609,0.28874946,0.24552475,0.2416035,0.15622246,0.16285753,train
3205484,0.14375128,0.23644753,0.34117723,0.30952814,0.43143064,0.19255471,0.1868085,0.11626264,0.38215336,1.3029859,1.5043602,0.946866,0.29699638,0.19175075,0.122820385,0.35664994,1.2454804,1.326869,0.63402116,0.22060268,0.1831266,0.48848704,0.79956627,1.1636003,0.71050555,0.35788736,0.46519545,0.26403308,0.636905,0.77556264,0.698089,0.5964985,0.26659957,0.47034162,0.27594167,0.32203454,0.5471763,0.86638975,0.7205125,0.68074757,0.34066078,0.27626815,0.12018629,0.19357967,0.34547153,0.52970845,0.4035434,0.20362864,0.17189018,train
2964023,0.16107269,0.2553343,0.35879803,0.29062667,0.33509678,0.13628165,0.18675062,0.18262519,0.5846419,1.5163796,1.0628613,0.3747985,0.1739548,0.1904393,0.4321114,0.8049328,1.587628,1.2207819,0.36626357,0.23193192,0.1936475,0.42998463,0.8913664,0.75495434,0.4847167,0.13235253,0.26947287,0.19204281,0.39335236,0.42564172,0.45152226,0.47602567,0.39922073,0.29882595,0.19072041,0.18400948,0.22805437,0.3136613,0.26543266,0.4192162,0.22696638,0.18896328,0.118242346,0.1765215,0.11495018,0.22905436,0.10624794,0.16825475,0.16289207,train
3755369,0.17916246,0.43958265,0.6708177,1.0698283,0.6995025,0.3464592,0.19376494,0.22022368,1.1250052,2.382237,2.648371,1.5842346,0.4712624,0.21493867,0.2451154,1.3034047,2.2081835,1.840275,0.8931003,0.38069203,0.20972714,0.1530021,0.6249315,0.6940487,0.36510876,0.3376246,0.20597562,0.21079446,0.12461967,0.16404028,0.17670165,0.35831723,0.4373419,0.25266045,0.22599818,0.12094469,0.20182231,0.23376986,0.5435391,0.5825352,0.2971404,0.21989556,0.11286274,0.19175777,0.247948,0.54401463,0.43349364,0.24421562,0.16270018,train
